nb;t;date;jour;mois;an;joursem;vacances
426;87;25/04/2017;25;4;2017;Mardi;0
485;87;26/04/2017;26;4;2017;Mercredi;0
559;87;27/04/2017;27;4;2017;Jeudi;0
768;87;28/04/2017;28;4;2017;Vendredi;0
639;87;29/04/2017;29;4;2017;Samedi;0
1274;88;02/05/2017;2;5;2017;Mardi;0
765;88;03/05/2017;3;5;2017;Mercredi;0
619;88;04/05/2017;4;5;2017;Jeudi;0
576;88;05/05/2017;5;5;2017;Vendredi;0
268;88;06/05/2017;6;5;2017;Samedi;0
597;88;09/05/2017;9;5;2017;Mardi;0
493;88;10/05/2017;10;5;2017;Mercredi;0
314;88;11/05/2017;11;5;2017;Jeudi;0
344;88;12/05/2017;12;5;2017;Vendredi;0
179;88;13/05/2017;13;5;2017;Samedi;0
453;88;15/05/2017;15;5;2017;Lundi;0
331;88;16/05/2017;16;5;2017;Mardi;0
325;88;17/05/2017;17;5;2017;Mercredi;0
252;88;18/05/2017;18;5;2017;Jeudi;0
307;88;19/05/2017;19;5;2017;Vendredi;0
212;88;20/05/2017;20;5;2017;Samedi;0
438;88;22/05/2017;22;5;2017;Lundi;0
448;88;23/05/2017;23;5;2017;Mardi;0
475;88;24/05/2017;24;5;2017;Mercredi;0
339;88;26/05/2017;26;5;2017;Vendredi;0
188;88;27/05/2017;27;5;2017;Samedi;0
699;88;29/05/2017;29;5;2017;Lundi;0
882;88;30/05/2017;30;5;2017;Mardi;0
1156;88;31/05/2017;31;5;2017;Mercredi;0
1022;89;01/06/2017;1;6;2017;Jeudi;0
745;89;02/06/2017;2;6;2017;Vendredi;0
334;89;03/06/2017;3;6;2017;Samedi;0
653;89;06/06/2017;6;6;2017;Mardi;0
616;89;07/06/2017;7;6;2017;Mercredi;0
456;89;08/06/2017;8;6;2017;Jeudi;0
434;89;09/06/2017;9;6;2017;Vendredi;0
196;89;10/06/2017;10;6;2017;Samedi;0
399;89;12/06/2017;12;6;2017;Lundi;0
387;89;13/06/2017;13;6;2017;Mardi;0
351;89;14/06/2017;14;6;2017;Mercredi;0
294;89;15/06/2017;15;6;2017;Jeudi;0
300;89;16/06/2017;16;6;2017;Vendredi;0
172;89;17/06/2017;17;6;2017;Samedi;0
313;89;19/06/2017;19;6;2017;Lundi;0
366;89;20/06/2017;20;6;2017;Mardi;0
304;89;21/06/2017;21;6;2017;Mercredi;0
297;89;22/06/2017;22;6;2017;Jeudi;0
399;89;23/06/2017;23;6;2017;Vendredi;0
248;89;24/06/2017;24;6;2017;Samedi;0
473;89;26/06/2017;26;6;2017;Lundi;0
454;89;27/06/2017;27;6;2017;Mardi;0
573;89;28/06/2017;28;6;2017;Mercredi;0
672;89;29/06/2017;29;6;2017;Jeudi;0
986;89;30/06/2017;30;6;2017;Vendredi;0
479;90;01/07/2017;1;7;2017;Samedi;0
1045;90;03/07/2017;3;7;2017;Lundi;0
840;90;04/07/2017;4;7;2017;Mardi;0
643;90;05/07/2017;5;7;2017;Mercredi;0
597;90;06/07/2017;6;7;2017;Jeudi;0
448;90;07/07/2017;7;7;2017;Vendredi;0
247;90;08/07/2017;8;7;2017;Samedi;1
465;90;10/07/2017;10;7;2017;Lundi;1
493;90;11/07/2017;11;7;2017;Mardi;1
410;90;12/07/2017;12;7;2017;Mercredi;1
389;90;13/07/2017;13;7;2017;Jeudi;1
177;90;15/07/2017;15;7;2017;Samedi;1
361;90;17/07/2017;17;7;2017;Lundi;1
299;90;18/07/2017;18;7;2017;Mardi;1
314;90;19/07/2017;19;7;2017;Mercredi;1
416;90;20/07/2017;20;7;2017;Jeudi;1
371;90;21/07/2017;21;7;2017;Vendredi;1
217;90;22/07/2017;22;7;2017;Samedi;1
420;90;24/07/2017;24;7;2017;Lundi;1
436;90;25/07/2017;25;7;2017;Mardi;1
358;90;26/07/2017;26;7;2017;Mercredi;1
401;90;27/07/2017;27;7;2017;Jeudi;1
478;90;28/07/2017;28;7;2017;Vendredi;1
336;90;29/07/2017;29;7;2017;Samedi;1
990;90;31/07/2017;31;7;2017;Lundi;1
838;91;01/08/2017;1;8;2017;Mardi;1
632;91;02/08/2017;2;8;2017;Mercredi;1
515;91;03/08/2017;3;8;2017;Jeudi;1
462;91;04/08/2017;4;8;2017;Vendredi;1
264;91;05/08/2017;5;8;2017;Samedi;1
503;91;07/08/2017;7;8;2017;Lundi;1
384;91;08/08/2017;8;8;2017;Mardi;1
318;91;09/08/2017;9;8;2017;Mercredi;1
295;91;10/08/2017;10;8;2017;Jeudi;1
339;91;11/08/2017;11;8;2017;Vendredi;1
172;91;12/08/2017;12;8;2017;Samedi;1
303;91;14/08/2017;14;8;2017;Lundi;1
438;91;16/08/2017;16;8;2017;Mercredi;1
391;91;17/08/2017;17;8;2017;Jeudi;1
327;91;18/08/2017;18;8;2017;Vendredi;1
231;91;19/08/2017;19;8;2017;Samedi;1
622;91;21/08/2017;21;8;2017;Lundi;1
562;91;22/08/2017;22;8;2017;Mardi;1
560;91;23/08/2017;23;8;2017;Mercredi;1
559;91;24/08/2017;24;8;2017;Jeudi;1
545;91;25/08/2017;25;8;2017;Vendredi;1
304;91;26/08/2017;26;8;2017;Samedi;1
790;91;28/08/2017;28;8;2017;Lundi;1
785;91;29/08/2017;29;8;2017;Mardi;1
926;91;30/08/2017;30;8;2017;Mercredi;1
1257;91;31/08/2017;31;8;2017;Jeudi;1
1133;92;01/09/2017;1;9;2017;Vendredi;1
743;92;02/09/2017;2;9;2017;Samedi;1
1456;92;04/09/2017;4;9;2017;Lundi;0
1138;92;05/09/2017;5;9;2017;Mardi;0
999;92;06/09/2017;6;9;2017;Mercredi;0
883;92;07/09/2017;7;9;2017;Jeudi;0
883;92;08/09/2017;8;9;2017;Vendredi;0
489;92;09/09/2017;9;9;2017;Samedi;0
883;92;11/09/2017;11;9;2017;Lundi;0
757;92;12/09/2017;12;9;2017;Mardi;0
734;92;13/09/2017;13;9;2017;Mercredi;0
594;92;14/09/2017;14;9;2017;Jeudi;0
604;92;15/09/2017;15;9;2017;Vendredi;0
332;92;16/09/2017;16;9;2017;Samedi;0
661;92;18/09/2017;18;9;2017;Lundi;0
672;92;19/09/2017;19;9;2017;Mardi;0
746;92;20/09/2017;20;9;2017;Mercredi;0
665;92;21/09/2017;21;9;2017;Jeudi;0
572;92;22/09/2017;22;9;2017;Vendredi;0
383;92;23/09/2017;23;9;2017;Samedi;0
690;92;25/09/2017;25;9;2017;Lundi;0
673;92;26/09/2017;26;9;2017;Mardi;0
776;92;27/09/2017;27;9;2017;Mercredi;0
830;92;28/09/2017;28;9;2017;Jeudi;0
1053;92;29/09/2017;29;9;2017;Vendredi;0
991;92;30/09/2017;30;9;2017;Samedi;0
1471;93;02/10/2017;2;10;2017;Lundi;0
1279;93;03/10/2017;3;10;2017;Mardi;0
1024;93;04/10/2017;4;10;2017;Mercredi;0
831;93;05/10/2017;5;10;2017;Jeudi;0
766;93;06/10/2017;6;10;2017;Vendredi;0
374;93;07/10/2017;7;10;2017;Samedi;0
724;93;09/10/2017;9;10;2017;Lundi;0
573;93;10/10/2017;10;10;2017;Mardi;0
530;93;11/10/2017;11;10;2017;Mercredi;0
454;93;12/10/2017;12;10;2017;Jeudi;0
401;93;13/10/2017;13;10;2017;Vendredi;0
250;93;14/10/2017;14;10;2017;Samedi;0
585;93;16/10/2017;16;10;2017;Lundi;0
421;93;17/10/2017;17;10;2017;Mardi;0
408;93;18/10/2017;18;10;2017;Mercredi;0
460;93;19/10/2017;19;10;2017;Jeudi;0
512;93;20/10/2017;20;10;2017;Vendredi;0
234;93;21/10/2017;21;10;2017;Samedi;1
535;93;23/10/2017;23;10;2017;Lundi;1
456;93;24/10/2017;24;10;2017;Mardi;1
501;93;25/10/2017;25;10;2017;Mercredi;1
501;93;26/10/2017;26;10;2017;Jeudi;1
547;93;27/10/2017;27;10;2017;Vendredi;1
336;93;28/10/2017;28;10;2017;Samedi;1
855;93;30/10/2017;30;10;2017;Lundi;1
1063;93;31/10/2017;31;10;2017;Mardi;1
1080;94;02/11/2017;2;11;2017;Jeudi;1
899;94;03/11/2017;3;11;2017;Vendredi;1
389;94;04/11/2017;4;11;2017;Samedi;1
1009;94;06/11/2017;6;11;2017;Lundi;0
861;94;07/11/2017;7;11;2017;Mardi;0
671;94;08/11/2017;8;11;2017;Mercredi;0
571;94;09/11/2017;9;11;2017;Jeudi;0
505;94;10/11/2017;10;11;2017;Vendredi;0
571;94;13/11/2017;13;11;2017;Lundi;0
454;94;14/11/2017;14;11;2017;Mardi;0
444;94;15/11/2017;15;11;2017;Mercredi;0
356;94;16/11/2017;16;11;2017;Jeudi;0
355;94;17/11/2017;17;11;2017;Vendredi;0
244;94;18/11/2017;18;11;2017;Samedi;0
451;94;20/11/2017;20;11;2017;Lundi;0
415;94;21/11/2017;21;11;2017;Mardi;0
483;94;22/11/2017;22;11;2017;Mercredi;0
453;94;23/11/2017;23;11;2017;Jeudi;0
476;94;24/11/2017;24;11;2017;Vendredi;0
265;94;25/11/2017;25;11;2017;Samedi;0
574;94;27/11/2017;27;11;2017;Lundi;0
695;94;28/11/2017;28;11;2017;Mardi;0
865;94;29/11/2017;29;11;2017;Mercredi;0
1224;94;30/11/2017;30;11;2017;Jeudi;0
1216;95;01/12/2017;1;12;2017;Vendredi;0
531;95;02/12/2017;2;12;2017;Samedi;0
795;95;04/12/2017;4;12;2017;Lundi;0
667;95;05/12/2017;5;12;2017;Mardi;0
618;95;06/12/2017;6;12;2017;Mercredi;0
444;95;07/12/2017;7;12;2017;Jeudi;0
448;95;08/12/2017;8;12;2017;Vendredi;0
232;95;09/12/2017;9;12;2017;Samedi;0
371;95;11/12/2017;11;12;2017;Lundi;0
400;95;12/12/2017;12;12;2017;Mardi;0
341;95;13/12/2017;13;12;2017;Mercredi;0
322;95;14/12/2017;14;12;2017;Jeudi;0
338;95;15/12/2017;15;12;2017;Vendredi;0
187;95;16/12/2017;16;12;2017;Samedi;0
388;95;18/12/2017;18;12;2017;Lundi;0
333;95;19/12/2017;19;12;2017;Mardi;0
490;95;20/12/2017;20;12;2017;Mercredi;0
447;95;21/12/2017;21;12;2017;Jeudi;0
436;95;22/12/2017;22;12;2017;Vendredi;0
183;95;23/12/2017;23;12;2017;Samedi;1
421;95;26/12/2017;26;12;2017;Mardi;1
461;95;27/12/2017;27;12;2017;Mercredi;1
575;95;28/12/2017;28;12;2017;Jeudi;1
694;95;29/12/2017;29;12;2017;Vendredi;1
476;95;30/12/2017;30;12;2017;Samedi;1
1081;96;02/01/2018;2;1;2018;Mardi;1
919;96;03/01/2018;3;1;2018;Mercredi;1
710;96;04/01/2018;4;1;2018;Jeudi;1
690;96;05/01/2018;5;1;2018;Vendredi;1
459;96;06/01/2018;6;1;2018;Samedi;1
888;96;08/01/2018;8;1;2018;Lundi;0
640;96;09/01/2018;9;1;2018;Mardi;0
520;96;10/01/2018;10;1;2018;Mercredi;0
482;96;11/01/2018;11;1;2018;Jeudi;0
448;96;12/01/2018;12;1;2018;Vendredi;0
271;96;13/01/2018;13;1;2018;Samedi;0
465;96;15/01/2018;15;1;2018;Lundi;0
442;96;16/01/2018;16;1;2018;Mardi;0
425;96;17/01/2018;17;1;2018;Mercredi;0
327;96;18/01/2018;18;1;2018;Jeudi;0
387;96;19/01/2018;19;1;2018;Vendredi;0
270;96;20/01/2018;20;1;2018;Samedi;0
496;96;22/01/2018;22;1;2018;Lundi;0
478;96;23/01/2018;23;1;2018;Mardi;0
508;96;24/01/2018;24;1;2018;Mercredi;0
372;96;25/01/2018;25;1;2018;Jeudi;0
518;96;26/01/2018;26;1;2018;Vendredi;0
333;96;27/01/2018;27;1;2018;Samedi;0
712;96;29/01/2018;29;1;2018;Lundi;0
851;96;30/01/2018;30;1;2018;Mardi;0
1222;96;31/01/2018;31;1;2018;Mercredi;0
1154;97;01/02/2018;1;2;2018;Jeudi;0
721;97;02/02/2018;2;2;2018;Vendredi;0
381;97;03/02/2018;3;2;2018;Samedi;0
713;97;05/02/2018;5;2;2018;Lundi;0
325;97;06/02/2018;6;2;2018;Mardi;0
193;97;07/02/2018;7;2;2018;Mercredi;0
233;97;08/02/2018;8;2;2018;Jeudi;0
143;97;09/02/2018;9;2;2018;Vendredi;0
186;97;10/02/2018;10;2;2018;Samedi;0
347;97;12/02/2018;12;2;2018;Lundi;0
250;97;13/02/2018;13;2;2018;Mardi;0
370;97;14/02/2018;14;2;2018;Mercredi;0
310;97;15/02/2018;15;2;2018;Jeudi;0
304;97;16/02/2018;16;2;2018;Vendredi;0
211;97;17/02/2018;17;2;2018;Samedi;0
357;97;19/02/2018;19;2;2018;Lundi;0
475;97;20/02/2018;20;2;2018;Mardi;0
396;97;21/02/2018;21;2;2018;Mercredi;0
381;97;22/02/2018;22;2;2018;Jeudi;0
406;97;23/02/2018;23;2;2018;Vendredi;0
261;97;24/02/2018;24;2;2018;Samedi;1
622;97;26/02/2018;26;2;2018;Lundi;1
689;97;27/02/2018;27;2;2018;Mardi;1
1050;97;28/02/2018;28;2;2018;Mercredi;1
780;98;01/03/2018;1;3;2018;Jeudi;1
864;98;02/03/2018;2;3;2018;Vendredi;1
353;98;03/03/2018;3;3;2018;Samedi;1
746;98;05/03/2018;5;3;2018;Lundi;1
610;98;06/03/2018;6;3;2018;Mardi;1
497;98;07/03/2018;7;3;2018;Mercredi;1
468;98;08/03/2018;8;3;2018;Jeudi;1
406;98;09/03/2018;9;3;2018;Vendredi;1
264;98;10/03/2018;10;3;2018;Samedi;1
521;98;12/03/2018;12;3;2018;Lundi;0
438;98;13/03/2018;13;3;2018;Mardi;0
385;98;14/03/2018;14;3;2018;Mercredi;0
297;98;15/03/2018;15;3;2018;Jeudi;0
325;98;16/03/2018;16;3;2018;Vendredi;0
190;98;17/03/2018;17;3;2018;Samedi;0
343;98;19/03/2018;19;3;2018;Lundi;0
399;98;20/03/2018;20;3;2018;Mardi;0
445;98;21/03/2018;21;3;2018;Mercredi;0
312;98;22/03/2018;22;3;2018;Jeudi;0
369;98;23/03/2018;23;3;2018;Vendredi;0
222;98;24/03/2018;24;3;2018;Samedi;0
502;98;26/03/2018;26;3;2018;Lundi;0
435;98;27/03/2018;27;3;2018;Mardi;0
537;98;28/03/2018;28;3;2018;Mercredi;0
685;98;29/03/2018;29;3;2018;Jeudi;0
888;98;30/03/2018;30;3;2018;Vendredi;0
667;98;31/03/2018;31;3;2018;Samedi;0
1283;99;03/04/2018;3;4;2018;Mardi;0
822;99;04/04/2018;4;4;2018;Mercredi;0
745;99;05/04/2018;5;4;2018;Jeudi;0
617;99;06/04/2018;6;4;2018;Vendredi;0
308;99;07/04/2018;7;4;2018;Samedi;0
546;99;09/04/2018;9;4;2018;Lundi;0
425;99;10/04/2018;10;4;2018;Mardi;0
392;99;11/04/2018;11;4;2018;Mercredi;0
348;99;12/04/2018;12;4;2018;Jeudi;0
363;99;13/04/2018;13;4;2018;Vendredi;0
173;99;14/04/2018;14;4;2018;Samedi;0
391;99;16/04/2018;16;4;2018;Lundi;0
348;99;17/04/2018;17;4;2018;Mardi;0
343;99;18/04/2018;18;4;2018;Mercredi;0
294;99;19/04/2018;19;4;2018;Jeudi;0
366;99;20/04/2018;20;4;2018;Vendredi;0
204;99;21/04/2018;21;4;2018;Samedi;0
514;99;23/04/2018;23;4;2018;Lundi;0
472;99;24/04/2018;24;4;2018;Mardi;0
389;99;25/04/2018;25;4;2018;Mercredi;1
480;99;26/04/2018;26;4;2018;Jeudi;1
514;99;27/04/2018;27;4;2018;Vendredi;1
337;99;28/04/2018;28;4;2018;Samedi;1
997;99;30/04/2018;30;4;2018;Lundi;1
1129;99;02/05/2018;2;5;2018;Mercredi;1
748;99;03/05/2018;3;5;2018;Jeudi;1
580;99;04/05/2018;4;5;2018;Vendredi;1
574;99;07/05/2018;7;5;2018;Lundi;1
493;99;09/05/2018;9;5;2018;Mercredi;1
456;99;11/05/2018;11;5;2018;Vendredi;1
173;99;12/05/2018;12;5;2018;Samedi;1
499;99;14/05/2018;14;5;2018;Lundi;0
487;99;15/05/2018;15;5;2018;Mardi;0
413;99;16/05/2018;16;5;2018;Mercredi;0
320;99;17/05/2018;17;5;2018;Jeudi;0
354;99;18/05/2018;18;5;2018;Vendredi;0
194;99;19/05/2018;19;5;2018;Samedi;0
543;99;22/05/2018;22;5;2018;Mardi;0
487;99;23/05/2018;23;5;2018;Mercredi;0
384;99;24/05/2018;24;5;2018;Jeudi;0
409;99;25/05/2018;25;5;2018;Vendredi;0
249;99;26/05/2018;26;5;2018;Samedi;0
552;99;28/05/2018;28;5;2018;Lundi;0
642;99;29/05/2018;29;5;2018;Mardi;0
805;99;30/05/2018;30;5;2018;Mercredi;0
1004;99;31/05/2018;31;5;2018;Jeudi;0
